"nodeid","nodeip","timestamp","startDelay","skipDelay","experimentID"
"planetlab1.ecs.vuw.ac.nz","130.195.4.68","1421839334319","7326","2799","3"
"planetlab1.extern.kuleuven.be","193.190.168.49","1421839349659","1920","896","3"
"planetlab1.eecs.wsu.edu","134.121.64.4","1421839347989","4042","3184","3"
"planetlab1.fct.ualg.pt","193.136.227.163","1421839355948","4558","1256","3"
"planetlab1.fit.vutbr.cz","147.229.8.26","1421837144929","2039","1070","3"
"planetlab1.ifi.uio.no","193.157.115.250","1421843829031","3914","1106","3"
"planetlab1.mini.pw.edu.pl","194.29.178.5","1421839374852","1023","449","3"
"planetlab1.net.in.tum.de","138.246.253.1","1421839379977","70","4","3"
"planetlab1.koganei.itrc.net","133.69.32.131","1421839374566","4365","844","3"
"planetlab1.netlab.uky.edu","128.163.142.20","1421839387034","4400","1842","3"
"planetlab1.otemachi.wide.ad.jp","203.178.133.3","1421839394955","5121","2138","3"
"planetlab1.pop-mg.rnp.br","200.19.159.34","1421839413538","3845","1618","3"
"planetlab1.pjwstk.edu.pl","148.81.140.193","1421839410206","2199","7335","3"
"planetlab1.s3.kth.se","130.237.50.124","1421839422673","2843","2395","3"
"planetlab1.sics.se","193.10.64.35","1421839428967","1935","771","3"
"planetlab1.sfc.wide.ad.jp","203.178.143.10","1421839425958","4162","2250","3"
"planetlab1.tmit.bme.hu","152.66.245.161","1421839439758","2765","1870","3"
"planetlab1.cs.uiuc.edu","72.36.112.71","1421839351284","47678","52119","3"
"planetlab1.tsuniv.edu","206.23.240.28","1421839446808","3359","2255","3"
"planetlab1.u-strasbg.fr","130.79.48.55","1421839449994","2812","860","3"
"planetlab1.unineuchatel.ch","192.42.43.22","1421839642046","2285","739","3"
"planetlab1.unr.edu","134.197.113.3","1421839467900","3987","1243","3"
"planetlab1.urv.cat","193.144.21.130","1421839475219","2659","1117","3"
"planetlab1.upc.es","147.83.30.166","1421839476876","2892","2568","3"
"planetlab1.eecs.umich.edu","141.213.4.201","1421839388802","39758","59471","3"
"planetlab1.utt.fr","194.254.215.11","1421839485833","2437","1886","3"
"planetlab1.ucsd.edu","132.239.17.224","1421839473347","12752","1127","3"
"planetlab1.xeno.cl.cam.ac.uk","128.232.103.201","1421839495060","3783","828","3"
"planetlab1.virtues.fi","85.23.168.76","1421839491085","6125","1873","3"
"planetlab2.acis.ufl.edu","128.227.150.12","1421839501492","1781","901","3"
"planetlab2.arizona-gigapop.net","206.207.248.35","1421839508590","2337","970","3"
"planetlab1.utdallas.edu","129.110.125.51","1421839496527","11874","1638","3"
"planetlab2.ci.pwr.wroc.pl","156.17.10.52","1421839514973","3152","829","3"
"planetlab2.cesnet.cz","195.113.161.83","1421839520087","847","448","3"
"planetlab2.cnds.jhu.edu","128.220.231.3","1421839526173","1567","1731","3"
"planetlab2.cis.upenn.edu","158.130.6.253","1421839523334","4049","6042","3"
"planetlab2.cs.colorado.edu","128.138.207.45","1421839541398","2154","1291","3"
"planetlab2.cs.aueb.gr","195.251.248.181","1421839536224","3544","9256","3"
"planetlab2.cqupt.edu.cn","202.202.43.199","1421839540043","5260","3460","3"
"planetlab2.cs.okstate.edu","139.78.141.245","1421839551945","3463","1391","3"
"planetlab2.cs.otago.ac.nz","139.80.206.133","1421839559909","5642","2461","3"
"planetlab2.cs.ubc.ca","142.103.2.2","1421839566947","2226","1054","3"
"planetlab2.cs.ucla.edu","131.179.150.72","1421839574196","2586","847","3"
"planetlab1.postel.org","206.117.37.4","1421839435537","42469","98863","3"
"planetlab2.cs.purdue.edu","128.10.18.53","1421839565348","3527","13540","3"
"planetlab2.cs.uml.edu","129.63.159.102","1421839581509","1767","1433","3"
"planetlab2.cs.uit.no","129.242.19.197","1421839576704","3334","6759","3"
"planetlab2.cs.uoregon.edu","128.223.8.112","1421839592146","2871","1071","3"
"planetlab2.cs.unc.edu","204.85.191.11","1421839595004","1390","442","3"
"planetlab2.diku.dk","192.38.109.144","1421839612323","2457","1516","3"
"planetlab2.eecs.jacobs-university.de","212.201.44.82","1421839617287","393","20","3"
"planetlab2.ecs.vuw.ac.nz","130.195.4.69","1421839615474","1818","322","3"
"planetlab2.eecs.ucf.edu","132.170.3.33","1421839621668","1111","360","3"
"planetlab2.extern.kuleuven.be","193.190.168.51","1421839630160","2302","769","3"
"planetlab2.csuohio.edu","137.148.16.11","1421839601436","17807","18203","3"
"planetlab2.eecs.wsu.edu","134.121.64.7","1421839628377","2842","1228","3"
"planetlab2.ics.forth.gr","139.91.90.239","1421839642292","3828","1205","3"
"planetlab2.jcp-consult.net","80.65.237.11","1421839645507","2536","4145","3"
"planetlab2.mini.pw.edu.pl","194.29.178.6","1421839655376","776","442","3"
"planetlab2.koganei.itrc.net","133.69.32.133","1421839654399","3412","1420","3"
"planetlab2.fct.ualg.pt","193.136.227.164","1421839663421","2188","706","3"
"planetlab2.csee.usf.edu","131.247.2.242","1421839615462","34147","16629","3"
"planetlab2.netlab.uky.edu","128.163.142.21","1421839664250","2421","6431","3"
"planetlab2.pop-mg.rnp.br","200.19.159.35","1421839668646","4198","1594","3"
"planetlab2.sics.se","193.10.64.36","1421839691640","1962","2068","3"
"planetlab2.tsuniv.edu","206.23.240.29","1421839691948","3813","870","3"
"planetlab1.rutgers.edu","165.230.49.114","1421838223295","141968","71011","3"
"planetlab2.s3.kth.se","130.237.50.125","1421839684260","12374","9336","3"
"planetlab2.unr.edu","134.197.113.4","1421839703319","2376","1139","3"
"planetlab2.upc.es","147.83.30.167","1421839710237","2844","3323","3"
"planetlab2.williams.edu","137.165.1.112","1421839721525","1990","1544","3"
"planetlab2.virtues.fi","85.23.168.77","1421839716971","3835","1061","3"
"planetlab2.xeno.cl.cam.ac.uk","128.232.103.202","1421839730594","1761","714","3"
"planetlab2.wiwi.hu-berlin.de","141.20.103.211","1421839737637","1766","290","3"
"planetlab3.arizona-gigapop.net","206.207.248.38","1421839739064","2619","924","3"
"planetlab2.utdallas.edu","129.110.125.52","1421839727668","12933","1008","3"
"planetlab2.ucsd.edu","132.239.17.225","1421839698184","13236","12095","3"
"planetlab3.cesnet.cz","195.113.161.84","1421839745390","1622","936","3"
"planetlab3.bupt.edu.cn","211.68.70.40","1421839745644","4247","1319","3"
"planetlab3.cnds.jhu.edu","128.220.231.4","1421839752684","1200","530","3"
"planetlab3.cs.uoregon.edu","128.223.8.113","1421839767708","5599","1226","3"
"planetlab3.georgetown.edu","209.148.46.135","1421839771317","2899","3755","3"
"planetlab3.hiit.fi","193.167.187.185","1421839775712","2865","1285","3"
"planetlab3.net.in.tum.de","138.246.253.3","1421839781503","129","13","3"
"planetlab3.rutgers.edu","165.230.49.118","1421840045453","1789","1090","3"
"planetlab3.upc.es","147.83.30.164","1421839798046","2917","3616","3"
"planetlab3.wail.wisc.edu","198.133.224.147","1421839803575","2605","807","3"
"planetlab4.cs.uoregon.edu","128.223.8.114","1421839812393","2502","1068","3"
"planetlab4.georgetown.edu","209.148.46.136","1421839816401","3131","3497","3"
"planetlab4.cnds.jhu.edu","128.220.231.5","1421839821379","1784","805","3"
"planetlab4.hiit.fi","193.167.187.186","1421839825786","3024","1301","3"
"planetlab4.goto.info.waseda.ac.jp","133.9.81.164","1421839824743","3964","1526","3"
"planetlab4.postel.org","206.117.37.7","1421839832516","3378","905","3"
"planetlab3.ucsd.edu","132.239.17.226","1421839812997","15982","10152","3"
"planetlab5.csee.usf.edu","131.247.2.246","1421839844188","2243","797","3"
"planetlab6.goto.info.waseda.ac.jp","133.9.81.166","1421839850091","3990","1607","3"
"planetlabone.ccs.neu.edu","129.10.120.193","1421839853266","2143","599","3"
"planetvs1.informatik.uni-stuttgart.de","129.69.210.96","1421839860400","4945","709","3"
"planetlab4.williams.edu","137.165.1.114","1421839842733","16001","10396","3"
"planetlabtwo.ccs.neu.edu","129.10.120.194","1421839867441","1107","897","3"
"planetvs2.informatik.uni-stuttgart.de","129.69.210.97","1421839865405","3536","1066","3"
"planetlab3.cs.columbia.edu","128.59.20.228","1421839791134","37646","45935","3"
"ple1.cesnet.cz","195.113.161.13","1421839876719","1148","449","3"
"ple1.ait.ac.th","203.159.63.249","1421839874355","4883","1671","3"
"ple2.cesnet.cz","195.113.161.14","1421839885618","2785","984","3"
"ple2.ait.ac.th","203.159.63.250","1421839884922","4421","1927","3"
"planetlab2.cs.columbia.edu","128.59.20.227","1421839630306","115704","147375","3"
"ple2.dmcs.p.lodz.pl","212.51.218.237","1421840166709","3623","1051","3"
"ple2.tu.koszalin.pl","62.108.171.76","1421839901496","3976","757","3"
"plewifi.ipv6.lip6.fr","132.227.62.118","1421839915868","4860","1353","3"
"pli1-pa-2.hpl.hp.com","204.123.28.52","1421839922818","1572","974","3"
"pli1-pa-3.hpl.hp.com","204.123.28.53","1421839927841","2518","1027","3"
"pli1-pa-4.hpl.hp.com","204.123.28.55","1421839932704","3749","1141","3"
"plink.cs.uwaterloo.ca","129.97.74.12","1421839942073","3345","793","3"
"plnode-03.gpolab.bbn.com","192.1.249.137","1421839946933","878","428","3"
"plnode-04.gpolab.bbn.com","192.1.249.138","1421839952360","3183","709","3"
"plonk.cs.uwaterloo.ca","129.97.74.14","1421839956958","3413","1042","3"
"planetlab2.rutgers.edu","165.230.49.115","1421839563238","146010","110133","3"
"pluto.cs.brown.edu","192.91.235.230","1421839963958","1147","816","3"
"ricepl-1.cs.rice.edu","128.42.142.41","1421839968477","1737","1062","3"
"pli1-pa-6.hpl.hp.com","204.123.28.57","1421839952975","12574","1115","3"
"ricepl-5.cs.rice.edu","128.42.142.45","1421839977355","696","273","3"
"righthand.eecs.harvard.edu","140.247.60.126","1421839982097","1690","594","3"
"ricepl-2.cs.rice.edu","128.42.142.42","1421839984759","1338","713","3"
"roam1.cs.ou.edu","129.15.78.30","1421839988976","2957","1404","3"
"roti.mimuw.edu.pl","193.0.109.23","1421839991075","2523","778","3"
"saturn.planetlab.carleton.ca","134.117.226.180","1421839997523","2954","1580","3"
"sybaris.ipv6.lip6.fr","132.227.62.99","1421840006175","5","9","3"
"stella.planetlab.ntua.gr","147.102.224.228","1421840006077","1739","829","3"
"vicky.planetlab.ntua.gr","147.102.224.227","1421840014725","3584","1066","3"
"vn4.cse.wustl.edu","128.252.19.19","1421840018531","1830","832","3"
"vn5.cse.wustl.edu","128.252.19.18","1421840022596","4606","1301","3"
"ple6.ipv6.lip6.fr","132.227.62.124","1421839910743","1645256","6","3"
"ple4.ipv6.lip6.fr","132.227.62.122","1421839905661","1655581","4","3"
"planetlab2.temple.edu","129.32.84.161","1421839686392","1876491","7","3"
"planetlab1.temple.edu","129.32.84.160","1421839431301","2132635","5","3"
"ple2.ipv6.lip6.fr","132.227.62.120","1421839900668","1663571","50","3"
"planetlab3.comp.nus.edu.sg","137.132.250.9","1421839760455","1804518","6","3"
"planetlab1.tlm.unavarra.es","130.206.158.138","1421839436275","2130272","63","3"
"planetlab1.comp.nus.edu.sg","137.132.3.8","1421839068356","2325599","70","3"
"anateus.ipv6.lip6.fr","132.227.62.85","1421842088965","8","10","4"
"empusa.ipv6.lip6.fr","132.227.62.96","1421842103917","10","10","4"
"host1.planetlab.informatik.tu-darmstadt.de","130.83.166.243","1421842113096","5","7","4"
"host3.planetlab.informatik.tu-darmstadt.de","130.83.166.247","1421842118388","12","10","4"
"icnalplabs2.epfl.ch","192.33.193.18","1421842119217","3","4","4"
"node1.planetlab.uni-luebeck.de","141.83.148.101","1421842158488","4","4","4"
"aguila2.lsi.upc.edu","147.83.29.234","1421842087219","21465","129023","4"
"pl1.tailab.eu","194.79.147.164","1421842243840","54","5","4"
"ebb.colgate.edu","149.43.80.20","1421842099125","12435","133900","4"
"cs-planetlab4.cs.surrey.sfu.ca","206.12.16.155","1421842094745","18684","142312","4"
"flow.colgate.edu","149.43.80.22","1421842109141","10805","150679","4"
"pl1.cs.yale.edu","128.36.233.153","1421842220048","7724","43293","4"
"iraplab2.iralab.uni-karlsruhe.de","193.196.39.10","1421839482311","4895","148755","4"
"pl1.sos.info.hiroshima-cu.ac.jp","165.242.90.128","1421842241495","29825","10317","4"
"pl2.tailab.eu","194.79.147.165","1421842284274","128","5","4"
"merkur.planetlab.haw-hamburg.de","141.22.213.34","1421842143502","7233","163051","4"
"node1.planetlab.mathcs.emory.edu","170.140.119.69","1421842156091","6067","166290","4"
"kc-sce-plab2.umkc.edu","204.56.0.138","1421842135366","15201","235160","4"
"planet-plc-2.mpi-sws.org","139.19.158.227","1421842373768","31001","8070","4"
"planetlab-02.vt.nodes.planet-lab.org","198.82.160.239","1421842431385","16323","3973","4"
"planetlab-1.fhi-fokus.de","193.175.135.58","1421842454652","135","10","4"
"planetlab-1.ing.unimo.it","155.185.54.249","1421842463974","4","6","4"
"planet-lab-node2.netgroup.uniroma2.it","160.80.221.39","1421842348789","14982","125782","4"
"planetlab-2.fhi-fokus.de","193.175.135.59","1421842515301","139","14","4"
"planetlab-2.ing.unimo.it","155.185.54.250","1421842524122","116","5","4"
"planetlab1.acis.ufl.edu","128.227.150.11","1421842663544","42662","6697","4"
"planetlab1.cs.purdue.edu","128.10.18.52","1421842720501","22","38","4"
"planetlab1.csg.uzh.ch","192.41.136.218","1421842422765","4","4","4"
"planetlab1.cs.uoi.gr","195.130.121.204","1421842777634","28362","3013","4"
"planetlab1.net.in.tum.de","138.246.253.1","1421842834535","6","8","4"
"planetlab1.eecs.ucf.edu","132.170.3.32","1421842791614","39047","19043","4"
"planetlab1.utt.fr","194.254.215.11","1421842941085","2370","1530","4"
"planetlab2.cqupt.edu.cn","202.202.43.199","1421842989424","17497","9006","4"
"planetlab2.cs.ucla.edu","131.179.150.72","1421843030009","19500","1011","4"
"planetlab2.eecs.jacobs-university.de","212.201.44.82","1421843071317","413","23","4"
"planetlab2.eecs.wsu.edu","134.121.64.7","1421843082644","10459","2742","4"
"planetlab2.s3.kth.se","130.237.50.125","1421843135754","21900","3807","4"
"planetlab2.utdallas.edu","129.110.125.52","1421843181611","17894","5392","4"
"planetlab3.net.in.tum.de","138.246.253.3","1421843236025","147","14","4"
"planetlab4.cnds.jhu.edu","128.220.231.5","1421843275081","8501","4038","4"
"planetlab4.hiit.fi","193.167.187.186","1421843280069","35718","2318","4"
"planetlab4.postel.org","206.117.37.7","1421843287814","32168","14031","4"
"sybaris.ipv6.lip6.fr","132.227.62.99","1421843460199","8","10","4"
"vicky.planetlab.ntua.gr","147.102.224.227","1421843471123","53528","6497","4"
"stella.planetlab.ntua.gr","147.102.224.228","1421843459028","27901","281144","4"
"plab3.cs.msu.ru","93.180.19.232","1421842319774","7469","1440988","4"
"planetlab1.bgu.ac.il","132.72.23.10","1421842665842","19137","1384354","4"
"planetlab-2.tagus.ist.utl.pt","193.136.166.68","1421842545423","34217","1635174","4"
"planetlab-2.man.poznan.pl","150.254.212.148","1421842534081","1101","1804185","4"
"planet2.cc.gt.atl.ga.us","143.215.131.197","1421842398243","10399","2084520","4"
"pli1-pa-2.hpl.hp.com","204.123.28.52","1421843377108","8280","1539012","4"
"planetlab1.cs.du.edu","130.253.21.121","1421842701534","14452","2247599","4"
"planetlab2.cis.upenn.edu","158.130.6.253","1421842977542","5012","2139307","4"
"saturn.planetlab.carleton.ca","134.117.226.180","1421843451261","31450","2404952","4"
"anateus.ipv6.lip6.fr","132.227.62.85","1421922866770","8","11","5"
"75-130-96-12.static.oxfr.ma.charter.com","75.130.96.12","1421922860343","6168","5788","5"
"empusa.ipv6.lip6.fr","132.227.62.96","1421922881839","9","9","5"
"host1.planetlab.informatik.tu-darmstadt.de","130.83.166.243","1421922891384","6","7","5"
"icnalplabs2.epfl.ch","192.33.193.18","1421922892384","17","4","5"
"cs-planetlab4.cs.surrey.sfu.ca","206.12.16.155","1421922874602","11092","14626","5"
"ebb.colgate.edu","149.43.80.20","1421922877399","11695","18123","5"
"flow.colgate.edu","149.43.80.22","1421922887609","3814","20057","5"
"iraplab2.iralab.uni-karlsruhe.de","193.196.39.10","1421920250427","2691","23286","5"
"node1.planetlab.uni-luebeck.de","141.83.148.101","1421922931843","4","4","5"
"aguila2.lsi.upc.edu","147.83.29.234","1421922894416","7468","31796","5"
"merkur.planetlab.haw-hamburg.de","141.22.213.34","1421922918850","3078","26624","5"
"node1.planetlab.mathcs.emory.edu","170.140.119.69","1421922930614","4337","29899","5"
"node1.planetlab.albany.edu","169.226.40.2","1421922940192","548","57240","5"
"node2.planetlab.mathcs.emory.edu","170.140.119.70","1421922940888","2994","66365","5"
"pl1.tailab.eu","194.79.147.164","1421923017406","57","5","5"
"pl1.rcc.uottawa.ca","216.48.80.12","1421923008094","33659","24094","5"
"pl2.tailab.eu","194.79.147.165","1421923073744","85","5","5"
"peeramidion.irisa.fr","131.254.208.11","1421922967167","6869","151345","5"
"pl1.6test.edu.cn","219.243.208.60","1421922987901","13799","126860","5"
"plab4.ple.silweb.pl","83.230.127.124","1421923104735","21787","24123","5"
"planet-lab2.cs.ucr.edu","169.235.24.232","1421923129891","22474","30055","5"
"planet1.elte.hu","157.181.175.249","1421923138436","20238","27463","5"
"planetlab-1.fhi-fokus.de","193.175.135.58","1421923213061","56","11","5"
"planetlab-1.ing.unimo.it","155.185.54.249","1421923223659","40","5","5"
"planetlab-04.vt.nodes.planet-lab.org","198.82.160.221","1421923194246","3145","38751","5"
"planetlab-2.fhi-fokus.de","193.175.135.59","1421923273945","66","15","5"
"planetlab-2.ing.unimo.it","155.185.54.250","1421923283033","70","17","5"
"pl2.6test.edu.cn","219.243.208.62","1421923027869","18511","260430","5"
"planet1.servers.ua.pt","193.137.173.217","1421923153169","54976","105024","5"
"mars.planetlab.haw-hamburg.de","141.22.213.35","1421922970995","5198","356159","5"
"planetlab-4.eecs.cwru.edu","129.22.150.29","1421923327825","21461","11575","5"
"planetlab-1.research.netlab.hut.fi","195.148.124.73","1421923228717","14843","139687","5"
"planetlab-2.research.netlab.hut.fi","195.148.124.74","1421923294450","94036","1540","5"
"planetlab-1.scie.uestc.edu.cn","222.197.180.137","1421923237513","17197","135155","5"
"onelab4.warsaw.rd.tp.pl","195.116.53.24","1421922963977","8243","437627","5"
"pl2.eng.monash.edu.au","130.194.252.9","1421923052454","33483","328656","5"
"pl2.sos.info.hiroshima-cu.ac.jp","165.242.90.129","1421923057932","19905","337429","5"
"planetlab-tea.ait.ie","193.1.13.14","1421923358302","14612","91721","5"
"pl2.cs.unm.edu","198.83.85.45","1421923038673","44371","397786","5"
"planetlab-5.eecs.cwru.edu","129.22.150.78","1421923336244","33280","131833","5"
"planetlab-1.ida.liu.se","192.36.94.2","1421923218414","44914","242787","5"
"pl-node-0.csl.sri.com","192.12.33.100","1421922975162","6391","524083","5"
"planetlab-2.cs.uic.edu","131.193.34.38","1421923253563","3372","234192","5"
"planetlab1.csg.uzh.ch","192.41.136.218","1421923177992","30","6","5"
"planetlab1.net.in.tum.de","138.246.253.1","1421923593156","40","4","5"
"pl2.ucs.indiana.edu","156.56.250.227","1421923066315","16189","518734","5"
"planetlab1.netlab.uky.edu","128.163.142.20","1421923605632","39285","5860","5"
"planetlab-coffee.ait.ie","193.1.13.12","1421923338107","4400","336918","5"
"planetlab-3.cs.ucy.ac.cy","194.42.17.121","1421936588195","19642","365621","5"
"planetlab1.ecs.vuw.ac.nz","130.195.4.68","1421923549501","23526","136960","5"
"planetlab1.xeno.cl.cam.ac.uk","128.232.103.201","1421923708672","23989","5939","5"
"planetlab1.urv.cat","193.144.21.130","1421923689868","48947","1642","5"
"planet2.cc.gt.atl.ga.us","143.215.131.197","1421923156904","18596","573886","5"
"planetlab1.cs.uiuc.edu","72.36.112.71","1421923523177","223650","22200","5"
"planetlab2.cs.aueb.gr","195.251.248.181","1421923750702","12381","8123","5"
"planetlab1.ucsd.edu","132.239.17.224","1421923689787","34420","54541","5"
"planetlab1.sics.se","193.10.64.35","1421923646405","48403","103507","5"
"planetlab2.cnds.jhu.edu","128.220.231.3","1421923741574","40227","17980","5"
"planetlab2.cs.ucla.edu","131.179.150.72","1421923786632","15259","5839","5"
"planetlab-1.calpoly-netlab.net","208.94.63.193","1421923200632","7105","607143","5"
"planetlab2.csuohio.edu","137.148.16.11","1421923811326","10236","2850","5"
"planetlab2.eecs.jacobs-university.de","212.201.44.82","1421923832402","509","74","5"
"planetlab-1.tagus.ist.utl.pt","193.136.166.66","1421923250398","11696","578413","5"
"planetlab1.cs.umass.edu","128.119.247.251","1421923509380","39040","295418","5"
"planetlab2.cs.otago.ac.nz","139.80.206.133","1421923769728","67361","9809","5"
"planetlab2.cis.upenn.edu","158.130.6.253","1421923739300","28680","79562","5"
"planetlab2.extern.kuleuven.be","193.190.168.51","1421923839217","12523","1760","5"
"planetlab1.cs.ubc.ca","142.103.2.1","1421923485752","10376","374033","5"
"planetlab2.jcp-consult.net","80.65.237.11","1421923854730","17830","8755","5"
"planetlab2.cs.columbia.edu","128.59.20.227","1421923798518","65644","33939","5"
"planetlab2.ics.forth.gr","139.91.90.239","1421923852672","51908","1652","5"
"planetlab2.netlab.uky.edu","128.163.142.21","1421923874691","38096","7283","5"
"planetlab1.s3.kth.se","130.237.50.124","1421923635846","40525","243399","5"
"planetlab01.tkn.tu-berlin.de","130.149.49.136","1421923389174","10894","520755","5"
"planetlab2.csee.usf.edu","131.247.2.242","1421923836674","55460","38039","5"
"pl2.cs.yale.edu","128.36.233.154","1421923044761","37083","857074","5"
"planetlab2.tsuniv.edu","206.23.240.29","1421923900272","36842","4109","5"
"planetlab3.cesnet.cz","195.113.161.84","1421923948678","44","5","5"
"planetlab01.dis.unina.it","143.225.229.236","1421922696694","16515","545343","5"
"planetlab2.utdallas.edu","129.110.125.52","1421923937279","13628","1579","5"
"planetlab1.tlm.unavarra.es","130.206.158.138","1421923651723","208210","112855","5"
"planetlab1.cs.uoregon.edu","128.223.8.111","1421923527995","17751","430394","5"
"pl1.sos.info.hiroshima-cu.ac.jp","165.242.90.128","1421923016544","28129","933116","5"
"planetlab3.arizona-gigapop.net","206.207.248.38","1421923942149","14078","25508","5"
"planetlab3.net.in.tum.de","138.246.253.3","1421923986617","85","13","5"
"planetlab3.cs.uoregon.edu","128.223.8.113","1421923972838","18851","2733","5"
"planetlab0.otemachi.wide.ad.jp","203.178.133.2","1421923380388","49287","568397","5"
"planet-plc-2.mpi-sws.org","139.19.158.227","1421923132868","18765","847783","5"
"planetlab3.georgetown.edu","209.148.46.135","1421923975211","18583","6365","5"
"pl1.bell-labs.fr","159.217.144.110","1421922988276","15467","998878","5"
"planetlab1.unr.edu","134.197.113.3","1421923680464","99346","226034","5"
"planetlab01.alucloud.com","135.109.221.103","1421923379592","20800","630307","5"
"planetlab4.georgetown.edu","209.148.46.136","1421924019629","9395","2104","5"
"planetlab1.cs.uit.no","129.242.19.196","1421923495965","29834","505582","5"
"planetlab-1.cs.ucy.ac.cy","194.42.17.123","1421939225546","9064","811139","5"
"planetlab3.cs.columbia.edu","128.59.20.228","1421923995194","26226","17170","5"
"planetlab-n2.wand.net.nz","130.217.77.4","1421923352040","56851","630120","5"
"planetlab1.acis.ufl.edu","128.227.150.11","1421923424104","20816","595584","5"
"pl3.cs.unm.edu","198.83.85.46","1421923068826","20262","956449","5"
"planetlab-um00.di.uminho.pt","193.136.19.13","1421923363243","32820","649698","5"
"planetlab4.goto.info.waseda.ac.jp","133.9.81.164","1421924029961","12946","5469","5"
"planetlab5.csee.usf.edu","131.247.2.246","1421924046686","15725","3658","5"
"planetlab4.williams.edu","137.165.1.114","1421924045866","10837","10640","5"
"planetlabtwo.ccs.neu.edu","129.10.120.194","1421924064811","6703","3902","5"
"planetlab1.arizona-gigapop.net","206.207.248.34","1421923224936","2409","658803","5"
"planetlab1.cs.uoi.gr","195.130.121.204","1421923534004","27477","520702","5"
"planetlab-2.tagus.ist.utl.pt","193.136.166.68","1421923304666","15677","764144","5"
"plab3.eece.ksu.edu","129.130.252.140","1421923098453","25828","970548","5"
"planetlab3.hiit.fi","193.167.187.185","1421923980882","50381","66378","5"
"planetlab-2.scie.uestc.edu.cn","222.197.180.139","1421923302099","81930","714391","5"
"planetlab-1.sjtu.edu.cn","202.112.28.98","1421923247669","21134","825539","5"
"planet-lab-node2.netgroup.uniroma2.it","160.80.221.39","1421923117794","27531","954798","5"
"planetlab1.unineuchatel.ch","192.42.43.22","1421923873246","10530","415610","5"
"planetlab2.eecs.wsu.edu","134.121.64.7","1421923837578","28530","237627","5"
"planetlab-3.cmcl.cs.cmu.edu","128.2.211.115","1421923340512","66715","690931","5"
"planetvs2.informatik.uni-stuttgart.de","129.69.210.97","1421924068784","14291","19516","5"
"ple1.ait.ac.th","203.159.63.249","1421924078735","15843","11045","5"
"planet-lab-node1.netgroup.uniroma2.it","160.80.221.37","1421923113423","15936","978479","5"
"planetlab2.cs.colorado.edu","128.138.207.45","1421923755009","11765","340995","5"
"planetlab2.unr.edu","134.197.113.4","1421923911879","14224","188209","5"
"planetlab2.fct.ualg.pt","193.136.227.164","1421923868053","21242","229860","5"
"planetlab1.cs.purdue.edu","128.10.18.52","1421923479987","33277","606355","5"
"planetlab2.cs.ubc.ca","142.103.2.2","1421923775963","20585","324199","5"
"ple2.tu.koszalin.pl","62.108.171.76","1421924105514","14685","1228","5"
"plewifi.ipv6.lip6.fr","132.227.62.118","1421924120159","1766","93","5"
"planetlab-um10.di.uminho.pt","193.136.19.29","1421923369145","26947","726213","5"
"planetlab1.cqupt.edu.cn","202.202.43.198","1421923452895","101104","573666","5"
"planetlab1.extern.kuleuven.be","193.190.168.49","1421923562884","60869","504123","5"
"planck227ple.test.ibbt.be","193.191.148.227","1421923112340","15487","1005883","5"
"planetlab1.ifi.uio.no","193.157.115.250","1421928056816","16351","543601","5"
"plab3.cs.msu.ru","93.180.19.232","1421923090201","18850","1032357","5"
"planetlab-node3.it-sudparis.eu","157.159.226.74","1421923353399","13746","779360","5"
"planetlab2.eecs.ucf.edu","132.170.3.33","1421923833217","43807","274933","5"
"planetlabone.ccs.neu.edu","129.10.120.193","1421924060133","70926","24484","5"
"ple2.ait.ac.th","203.159.63.250","1421924088801","63458","7761","5"
"plnode-04.gpolab.bbn.com","192.1.249.138","1421924154903","3989","1524","5"
"planetlab-2.man.poznan.pl","150.254.212.148","1421923293494","16936","853810","5"
"planetlab02.tkn.tu-berlin.de","130.149.49.137","1421923402978","21092","744202","5"
"planetlab2.ecs.vuw.ac.nz","130.195.4.69","1421923823907","64873","280929","5"
"planetlab6.goto.info.waseda.ac.jp","133.9.81.166","1421924052690","93207","26688","5"
"planetlab1.pjwstk.edu.pl","148.81.140.193","1421923625380","31702","511450","5"
"plonk.cs.uwaterloo.ca","129.97.74.14","1421924161562","10377","2790","5"
"ricepl-1.cs.rice.edu","128.42.142.41","1421924173476","4455","644","5"
"pl2.bell-labs.fr","159.217.144.112","1421923028502","51360","1098833","5"
"pli1-pa-4.hpl.hp.com","204.123.28.55","1421924135662","47627","2178","5"
"pli1-pa-6.hpl.hp.com","204.123.28.57","1421924157808","21267","1718","5"
"planet4.cc.gt.atl.ga.us","143.215.131.199","1421923175489","14939","997615","5"
"pl1.cs.yale.edu","128.36.233.153","1421922993283","19289","1176680","5"
"planetlab4.postel.org","206.117.37.7","1421924038116","9545","144086","5"
"ple2.dmcs.p.lodz.pl","212.51.218.237","1421924375000","44903","52181","5"
"pl1.eng.monash.edu.au","130.194.252.8","1421923007007","75200","1117682","5"
"planetlab2.cqupt.edu.cn","202.202.43.199","1421923749610","44316","407069","5"
"planetlab2.williams.edu","137.165.1.112","1421923931185","20087","250988","5"
"planetlab1.csuohio.edu","137.148.16.10","1421923534986","22582","648722","5"
"sybaris.ipv6.lip6.fr","132.227.62.99","1421924209287","41","10","5"
"pluto.cs.brown.edu","192.91.235.230","1421924173173","11944","23795","5"
