"nodeid","nodeip","timestamp","startDelay","skipDelay","experimentID"
"planet3.cc.gt.atl.ga.us","143.215.131.198","1421837750184","22732","40568","2"
"planetlab02.cs.washington.edu","128.208.4.198","1421837797866","9896","7296","2"
"planetlab-4.eecs.cwru.edu","129.22.150.29","1421837781153","8359","25933","2"
"planetlab-2.man.poznan.pl","150.254.212.148","1421837777748","8412","29413","2"
"planetlab-5.eecs.cwru.edu","129.22.150.78","1421837783200","9182","24512","2"
"planetlab02.tkn.tu-berlin.de","130.149.49.137","1421837796210","10926","13636","2"
"planetlab1.csg.uzh.ch","192.41.136.218","1421837474814","6","6","2"
"planetlab1.cs.pitt.edu","192.52.240.213","1421837811164","6117","3979","2"
"pl2.cs.unm.edu","198.83.85.45","1421837721189","6361","95068","2"
"planet1.pnl.nitech.ac.jp","133.68.253.242","1421837575899","14691","65193","2"
"planetlab1.acis.ufl.edu","128.227.150.11","1421837808808","6789","12023","2"
"planetlab02.alucloud.com","135.109.221.104","1421837795101","14465","19914","2"
"planetlab01.dis.unina.it","143.225.229.236","1421837091775","12575","24756","2"
"planetlab-2.research.netlab.hut.fi","195.148.124.74","1421837774851","7108","49275","2"
"pl3.cs.unm.edu","198.83.85.46","1421837728270","3926","98894","2"
"plab1.create-net.org","193.206.22.133","1421837729225","26769","67880","2"
"pl1.cs.yale.edu","128.36.233.153","1421837712036","14078","107940","2"
"planetlab1.net.in.tum.de","138.246.253.1","1421837834426","6","8","2"
"planetlab1.cesnet.cz","195.113.161.82","1421837805215","8113","21409","2"
"planetlab-1.sjtu.edu.cn","202.112.28.98","1421837771662","11765","51757","2"
"planet-lab1.cs.ucr.edu","169.235.24.133","1421837739571","6527","89546","2"
"planetlab03.cs.washington.edu","128.208.4.199","1421837799677","25438","11502","2"
"planet2.pnl.nitech.ac.jp","133.68.253.243","1421837316577","34862","53141","2"
"planetlab01.alucloud.com","135.109.221.103","1421837792136","4786","40841","2"
"planetlab-2.cs.colostate.edu","129.82.12.188","1421837771611","11265","59938","2"
"planetlab1.cs.du.edu","130.253.21.121","1421837808963","17150","16245","2"
"pl2.cs.montana.edu","153.90.1.35","1421837719954","14689","111962","2"
"planetlab-2.cs.uic.edu","131.193.34.38","1421837754584","14892","60542","2"
"planetlab1.cs.uoi.gr","195.130.121.204","1421837820532","14942","10385","2"
"planetlab-04.vt.nodes.planet-lab.org","198.82.160.221","1421837754855","8757","84643","2"
"planetlab0.otemachi.wide.ad.jp","203.178.133.2","1421837793809","18436","36572","2"
"planetlab1.cnds.jhu.edu","128.220.231.2","1421837803880","9964","39273","2"
"planetlab-3.cs.ucy.ac.cy","194.42.17.121","1421851030099","8348","64663","2"
"planetlab1.dojima.wide.ad.jp","203.178.133.11","1421840668732","5446","21681","2"
"planetlab1.bgu.ac.il","132.72.23.10","1421837801104","10774","44394","2"
"pl-node-1.csl.sri.com","192.12.33.102","1421837709805","9017","132689","2"
"planetlab-n1.wand.net.nz","130.217.77.2","1421837788112","18533","55851","2"
"planetlab-um10.di.uminho.pt","193.136.19.29","1421837789461","9330","65119","2"
"plab3.cs.msu.ru","93.180.19.232","1421837730876","10929","123757","2"
"planetlab1.fit.vutbr.cz","147.229.8.26","1421835615536","9493","25299","2"
"planetlab1.cs.ucla.edu","131.179.150.70","1421837815321","17985","33483","2"
"planetlab-um00.di.uminho.pt","193.136.19.13","1421837788682","10217","68742","2"
"planetlab01.tkn.tu-berlin.de","130.149.49.136","1421837793251","12471","64778","2"
"planetlab1.s3.kth.se","130.237.50.124","1421837848211","17242","5440","2"
"planetlab-node3.it-sudparis.eu","157.159.226.74","1421837785671","28507","58861","2"
"planetlab1.xeno.cl.cam.ac.uk","128.232.103.201","1421837857562","14832","1350","2"
"planetlab1.cs.uml.edu","129.63.159.101","1421837818399","5169","54743","2"
"planetlab1.cs.uoregon.edu","128.223.8.111","1421837822347","14869","41307","2"
"planetlab1.tsuniv.edu","206.23.240.28","1421837848928","7076","20385","2"
"planetlab1.cqupt.edu.cn","202.202.43.198","1421837809595","17953","51178","2"
"planetlab1.extern.kuleuven.be","193.190.168.49","1421837828123","13327","38011","2"
"planetlab-4.cs.ucy.ac.cy","194.42.17.124","1421856548250","3367","87505","2"
"planetlab1.cs.umass.edu","128.119.247.251","1421837819770","32879","28023","2"
"planetlab1.netlab.uky.edu","128.163.142.20","1421837838858","5347","37457","2"
"planetlab1.mini.pw.edu.pl","194.29.178.5","1421837833475","14825","33651","2"
"planetlab1.pop-mg.rnp.br","200.19.159.34","1421837842398","31492","8190","2"
"planetlab1.ifi.uio.no","193.157.115.250","1421842295198","3277","48157","2"
"planetlab2.eecs.jacobs-university.de","212.201.44.82","1421837882670","21","16","2"
"planetlab1.eecs.ucf.edu","132.170.3.32","1421837827374","18301","37031","2"
"planet4.cc.gt.atl.ga.us","143.215.131.199","1421837753702","21431","108185","2"
"planetlab1.ecs.vuw.ac.nz","130.195.4.68","1421837827747","43391","12214","2"
"planetlab2.acis.ufl.edu","128.227.150.12","1421837859646","10541","13823","2"
"planetlab2.ci.pwr.wroc.pl","156.17.10.52","1421837861388","6731","16811","2"
"planetlab-1.calpoly-netlab.net","208.94.63.193","1421837756430","20219","108691","2"
"planet2.cc.gt.atl.ga.us","143.215.131.197","1421837749360","13889","122619","2"
"planetlab1.sfc.wide.ad.jp","203.178.143.10","1421837849031","22417","17384","2"
"planetlab1.cs.uit.no","129.242.19.196","1421837816891","32680","39643","2"
"planetlab1.pjwstk.edu.pl","148.81.140.193","1421837852495","24113","11933","2"
"planetlab1.cs.purdue.edu","128.10.18.52","1421837812665","5786","75393","2"
"planetlab1.unr.edu","134.197.113.3","1421837853326","12966","28394","2"
"planet2.servers.ua.pt","193.137.173.218","1421837748436","17031","130545","2"
"planetlab1.upc.es","147.83.30.166","1421837856928","5741","37334","2"
"planetlab2.cs.ucla.edu","131.179.150.72","1421837877152","8664","14595","2"
"planetlab2.diku.dk","192.38.109.144","1421837886501","18800","1958","2"
"planetlab2.cs.otago.ac.nz","139.80.206.133","1421837875035","17193","8675","2"
"planetlab1.urv.cat","193.144.21.130","1421837853896","12995","36288","2"
"planetlab1.virtues.fi","85.23.168.76","1421837857681","20542","26157","2"
"planetlab1.otemachi.wide.ad.jp","203.178.133.3","1421837840808","11871","53774","2"
"planetlab1.cs.okstate.edu","139.78.141.243","1421837809849","15536","82605","2"
"planetlab1.eecs.wsu.edu","134.121.64.4","1421837830175","45729","32530","2"
"planetlab-4.imperial.ac.uk","193.63.75.21","1421837782202","23939","103796","2"
"planetlab1.tmit.bme.hu","152.66.245.161","1421837846257","58947","7697","2"
"planetlab2.cesnet.cz","195.113.161.83","1421837869400","3038","40581","2"
"planetlab1.unineuchatel.ch","192.42.43.22","1421838032698","34460","28271","2"
"planetlab2.cs.ubc.ca","142.103.2.2","1421837873236","34013","7545","2"
"planetlab3.net.in.tum.de","138.246.253.3","1421837915508","115","13","2"
"planetlab-2.scie.uestc.edu.cn","222.197.180.139","1421837778933","17341","121200","2"
"planetlab2.mini.pw.edu.pl","194.29.178.6","1421837889676","24037","5068","2"
"planetlab1.cs.otago.ac.nz","139.80.206.132","1421837813960","32220","72185","2"
"planetlab2.eecs.wsu.edu","134.121.64.7","1421837886545","25951","6301","2"
"planetlab3.arizona-gigapop.net","206.207.248.38","1421837909110","8813","1463","2"
"planetlab2.arizona-gigapop.net","206.207.248.35","1421837862109","15779","41845","2"
"planetlab2.cs.aueb.gr","195.251.248.181","1421837866809","9064","44550","2"
"planetlab3.cesnet.cz","195.113.161.84","1421837907687","10469","3437","2"
"planetlab2.cs.unc.edu","204.85.191.11","1421837876756","29623","15636","2"
"planetlab2.koganei.itrc.net","133.69.32.133","1421837892086","6950","24907","2"
"planetlab2.ics.forth.gr","139.91.90.239","1421837888690","31909","5219","2"
"planetlab2.xeno.cl.cam.ac.uk","128.232.103.202","1421837904849","22776","68","2"
"planetlab2.cs.uoregon.edu","128.223.8.112","1421837878525","9546","41189","2"
"planetlab2.ecs.vuw.ac.nz","130.195.4.69","1421837884688","6945","37663","2"
"planetlab3.cs.uoregon.edu","128.223.8.113","1421837914584","5162","12218","2"
"planetlab2.cnds.jhu.edu","128.220.231.3","1421837864253","14544","53118","2"
"planetlab1.citadel.edu","155.225.2.71","1421838769038","7136","121226","2"
"planetlab2.cqupt.edu.cn","202.202.43.199","1421837868356","52607","13457","2"
"planetlab4.hiit.fi","193.167.187.186","1421837924166","9207","1635","2"
"planetlab-1.ssvl.kth.se","192.16.125.11","1421837773254","5140","156924","2"
"planetlab1.cs.unc.edu","204.85.191.10","1421837820203","11987","104527","2"
"planetlab1.arizona-gigapop.net","206.207.248.34","1421837607004","10036","125343","2"
"planetlab2.eecs.ucf.edu","132.170.3.33","1421837885047","7619","44481","2"
"planetlab1.cs.columbia.edu","128.59.20.226","1421837815024","74868","47770","2"
"planetlab2.cs.uit.no","129.242.19.197","1421837875369","22985","39993","2"
"planetlab1.u-strasbg.fr","130.79.48.55","1421837848651","13097","77219","2"
"planetlab2.sics.se","193.10.64.36","1421837902906","31875","4536","2"
"planetlab3.bupt.edu.cn","211.68.70.40","1421837910509","22283","6774","2"
"planetlab2.s3.kth.se","130.237.50.125","1421837894725","29657","15806","2"
"planetlab2.cs.okstate.edu","139.78.141.245","1421837870261","16491","54742","2"
"planetlab2.cis.upenn.edu","158.130.6.253","1421837864875","7443","68502","2"
"planetlab4.cs.uoregon.edu","128.223.8.114","1421837922596","13734","6319","2"
"planetlab2.wiwi.hu-berlin.de","141.20.103.211","1421837904335","35777","3245","2"
"planetlab1.cs.ubc.ca","142.103.2.1","1421837813553","43019","86477","2"
"planetlab3.rutgers.edu","165.230.49.118","1421838176256","14874","11060","2"
"planetlab2.williams.edu","137.165.1.112","1421837903752","35265","5550","2"
"planetlab3.cnds.jhu.edu","128.220.231.4","1421837910961","10788","24555","2"
"planetlab3.upc.es","147.83.30.164","1421837919833","25086","1866","2"
"ple4.ipv6.lip6.fr","132.227.62.122","1421837939907","7373","91","2"
"plewifi.ipv6.lip6.fr","132.227.62.118","1421837942048","5249","104","2"
"planetlab1.koganei.itrc.net","133.69.32.131","1421837835644","39842","72343","2"
"planetlab1.utdallas.edu","129.110.125.51","1421837871809","39125","32361","2"
"planetlab1.ucsd.edu","132.239.17.224","1421837867485","44628","32666","2"
"planetlab2.pop-mg.rnp.br","200.19.159.35","1421837894658","30761","24721","2"
"planetlab3.wail.wisc.edu","198.133.224.147","1421837922539","10572","17333","2"
"planetlabone.ccs.neu.edu","129.10.120.193","1421837934601","11296","5289","2"
"planetlab3.hiit.fi","193.167.187.185","1421837914180","12530","25074","2"
"planetlab4.goto.info.waseda.ac.jp","133.9.81.164","1421837925560","19828","6415","2"
"ple2.ipv6.lip6.fr","132.227.62.120","1421837940772","11700","451","2"
"planetlab1.sics.se","193.10.64.35","1421837848721","54703","49973","2"
"planetvs2.informatik.uni-stuttgart.de","129.69.210.97","1421837931697","18142","4582","2"
"planetlab2.virtues.fi","85.23.168.77","1421837902143","36230","16435","2"
"planetlab3.georgetown.edu","209.148.46.135","1421837913627","24541","17493","2"
"pli1-pa-2.hpl.hp.com","204.123.28.52","1421837944744","5333","5718","2"
"planetlab1.utt.fr","194.254.215.11","1421837856259","19214","80729","2"
"planetlab4.georgetown.edu","209.148.46.136","1421837922666","15664","18665","2"
"ple1.cesnet.cz","195.113.161.13","1421837933940","18758","6012","2"
"ple1.ait.ac.th","203.159.63.249","1421837936146","13617","8712","2"
"planetlab2.tsuniv.edu","206.23.240.29","1421837898328","48282","10259","2"
"sybaris.ipv6.lip6.fr","132.227.62.99","1421837960317","8","9","2"
"planetlab2.cs.uml.edu","129.63.159.102","1421837875470","13622","70949","2"
"ple2.ait.ac.th","203.159.63.250","1421837938231","12451","9539","2"
"ple2.dmcs.p.lodz.pl","212.51.218.237","1421838212822","22229","1613","2"
"planetlab2.utdallas.edu","129.110.125.52","1421837917930","19599","19375","2"
"planetlab3.ucsd.edu","132.239.17.226","1421837934999","20069","2062","2"
"planetlab4.cnds.jhu.edu","128.220.231.5","1421837931092","25960","6890","2"
"planetlab1.rutgers.edu","165.230.49.114","1421836630417","38128","58222","2"
"plnode-03.gpolab.bbn.com","192.1.249.137","1421837949555","11975","3150","2"
"planetlab1.fct.ualg.pt","193.136.227.163","1421837830684","37277","97846","2"
"planetlab-n2.wand.net.nz","130.217.77.4","1421837788104","18234","159839","2"
"planetlab2.netlab.uky.edu","128.163.142.21","1421837893477","43739","30540","2"
"planetlab4.postel.org","206.117.37.7","1421837926673","31706","9052","2"
"planetlab4.williams.edu","137.165.1.114","1421837926928","12179","30878","2"
"ple2.tu.koszalin.pl","62.108.171.76","1421837939663","30097","671","2"
"planetlab2.jcp-consult.net","80.65.237.11","1421837887822","16136","67069","2"
"planetlab2.fct.ualg.pt","193.136.227.164","1421837894091","65024","11485","2"
"planetlab2.ucsd.edu","132.239.17.225","1421837901018","41376","7436","2"
"pli1-pa-3.hpl.hp.com","204.123.28.53","1421837945962","10398","20217","2"
"pl2.zju.edu.cn","210.32.181.184","1421837729897","12791","227333","2"
"ple2.cesnet.cz","195.113.161.14","1421837935855","18777","23602","2"
"planetlab2.unr.edu","134.197.113.4","1421837900834","58302","19352","2"
"pluto.cs.brown.edu","192.91.235.230","1421837953747","22299","2809","2"
"ricepl-5.cs.rice.edu","128.42.142.45","1421837955792","4861","18459","2"
"planetlab5.csee.usf.edu","131.247.2.246","1421837929420","27523","22642","2"
"roam1.cs.ou.edu","129.15.78.30","1421837959689","2647","18340","2"
"plink.cs.uwaterloo.ca","129.97.74.12","1421837948664","8779","23628","2"
"ricepl-1.cs.rice.edu","128.42.142.41","1421837954080","21452","5680","2"
"planetlab2.extern.kuleuven.be","193.190.168.51","1421837884446","74923","22307","2"
"planetlab2.upc.es","147.83.30.167","1421837902196","23990","55990","2"
"planetlab1.csuohio.edu","137.148.16.10","1421837824674","21453","136111","2"
"saturn.planetlab.carleton.ca","134.117.226.180","1421837960359","14594","7888","2"
"ple6.ipv6.lip6.fr","132.227.62.124","1421837941398","11506","30512","2"
"planetlab2.cs.colorado.edu","128.138.207.45","1421837867745","27546","88303","2"
"plonk.cs.uwaterloo.ca","129.97.74.14","1421837951136","31444","2153","2"
"planetvs1.informatik.uni-stuttgart.de","129.69.210.96","1421837930666","33625","21117","2"
"ricepl-2.cs.rice.edu","128.42.142.42","1421837957875","18191","11762","2"
"planetlab6.goto.info.waseda.ac.jp","133.9.81.166","1421837931232","21396","35371","2"
"plnode-04.gpolab.bbn.com","192.1.249.138","1421837949842","30108","8865","2"
"vicky.planetlab.ntua.gr","147.102.224.227","1421837964033","17281","8716","2"
"pli1-pa-6.hpl.hp.com","204.123.28.57","1421837962821","19613","2592","2"
"planetlabtwo.ccs.neu.edu","129.10.120.194","1421837933146","52181","5525","2"
"roti.mimuw.edu.pl","193.0.109.23","1421837957267","4832","29462","2"
"righthand.eecs.harvard.edu","140.247.60.126","1421837956327","3706","34493","2"
"stella.planetlab.ntua.gr","147.102.224.228","1421837964305","22676","9345","2"
"pli1-pa-4.hpl.hp.com","204.123.28.55","1421837946700","33837","20186","2"
"planetlab1.cs.uiuc.edu","72.36.112.71","1421837847215","48760","104200","2"
"vn4.cse.wustl.edu","128.252.19.19","1421837963794","8627","28776","2"
"planetlab2.cs.purdue.edu","128.10.18.53","1421837875081","33885","95846","2"
"planetlab1.postel.org","206.117.37.4","1421837930110","17866","59145","2"
"planetlab1.eecs.umich.edu","141.213.4.201","1421837924063","42687","43036","2"
"planetlab-3.cmcl.cs.cmu.edu","128.2.211.115","1421837860371","44340","121187","2"
"vn5.cse.wustl.edu","128.252.19.18","1421837964975","3995","66549","2"
"planetlab3.cs.columbia.edu","128.59.20.228","1421837942640","39120","53126","2"
"planetlab2.csuohio.edu","137.148.16.11","1421837879790","19197","143024","2"
"planetlab2.csee.usf.edu","131.247.2.242","1421837900887","42486","109048","2"
"onelab3.info.ucl.ac.be","130.104.72.213","1421837702399","400404","5","2"
"planetlab1.temple.edu","129.32.84.160","1421837845006","258368","5","2"
"planetlab1.tlm.unavarra.es","130.206.158.138","1421837846511","261271","8","2"
"planetlab2.temple.edu","129.32.84.161","1421837896741","212817","7","2"
"planetlab1.comp.nus.edu.sg","137.132.3.8","1421837634505","300389","7","2"
"pl1.eecs.utk.edu","160.36.57.172","1421837714961","395260","34","2"
"planetlab3.comp.nus.edu.sg","137.132.250.9","1421837913455","196694","6","2"
"onelab1.info.ucl.ac.be","130.104.72.200","1421837929252","383419","116","2"
"onelab2.info.ucl.ac.be","130.104.72.201","1421837744482","387485","15","2"
"planetlab2.rutgers.edu","165.230.49.115","1421837943540","36621","1009","2"
"planetlab2.cs.columbia.edu","128.59.20.227","1421838100772","18447","929","2"
"anateus.ipv6.lip6.fr","132.227.62.85","1421838633831","8","9","3"
"empusa.ipv6.lip6.fr","132.227.62.96","1421838648894","8","10","3"
"host1.planetlab.informatik.tu-darmstadt.de","130.83.166.243","1421838658488","6","7","3"
"host3.planetlab.informatik.tu-darmstadt.de","130.83.166.247","1421838663752","5","8","3"
"icnalplabs2.epfl.ch","192.33.193.18","1421838664510","3","4","3"
"node1.planetlab.uni-luebeck.de","141.83.148.101","1421838703844","4","4","3"
"node1.planetlab.albany.edu","169.226.40.2","1421838704646","2614","5055","3"
"onelab3.warsaw.rd.tp.pl","195.116.53.23","1421838729804","3156","2033","3"
"onelab4.warsaw.rd.tp.pl","195.116.53.24","1421838734570","3183","1452","3"
"pl-node-0.csl.sri.com","192.12.33.100","1421838746209","7429","3780","3"
"pl1.tailab.eu","194.79.147.164","1421838789104","49","5","3"
"pl1.rcc.uottawa.ca","216.48.80.12","1421838780206","4803","4839","3"
"node2.planetlab.mathcs.emory.edu","170.140.119.70","1421838711923","4871","78214","3"
"pl2.bell-labs.fr","159.217.144.112","1421838799049","2703","2390","3"
"pl2.6test.edu.cn","219.243.208.62","1421838798862","5395","6738","3"
"pl2.cs.montana.edu","153.90.1.35","1421838805507","7476","4975","3"
"pl2.cs.unm.edu","198.83.85.45","1421838810706","7832","4744","3"
"pl2.tailab.eu","194.79.147.165","1421838836539","127","5","3"
"pl1.eng.monash.edu.au","130.194.252.8","1421838780118","7388","56325","3"
"pl2.eng.monash.edu.au","130.194.252.9","1421838824691","7450","13522","3"
"peeramidion.irisa.fr","131.254.208.11","1421838738914","10298","98580","3"
"pl4.cs.unm.edu","198.83.85.47","1421838850796","1112","5","3"
"pl2.sos.info.hiroshima-cu.ac.jp","165.242.90.129","1421838828268","2036","25243","3"
"kc-sce-plab2.umkc.edu","204.56.0.138","1421838688260","10783","167671","3"
"mars.planetlab.haw-hamburg.de","141.22.213.35","1421838747032","1845","122336","3"
"plab3.eece.ksu.edu","129.130.252.140","1421838871688","34","23","3"
"plab1.cs.msu.ru","188.44.50.106","1421838859274","10649","2395","3"
"plab3.cs.msu.ru","93.180.19.232","1421838864818","5113","9620","3"
"iraplab2.iralab.uni-karlsruhe.de","193.196.39.10","1421836028009","3596","209753","3"
"node1.planetlab.mathcs.emory.edu","170.140.119.69","1421838700509","7050","181833","3"
"planck227ple.test.ibbt.be","193.191.148.227","1421838889115","648","1321","3"
"plab4.ple.silweb.pl","83.230.127.124","1421838881495","6117","4522","3"
"plab1.create-net.org","193.206.22.133","1421838855519","16710","34053","3"
"planet-lab-node2.netgroup.uniroma2.it","160.80.221.39","1421838894156","9736","7184","3"
"planet-lab1.cs.ucr.edu","169.235.24.133","1421838901969","11768","2242","3"
"plab4.eece.ksu.edu","129.130.252.141","1421838876766","5054","39376","3"
"planet-lab-node1.netgroup.uniroma2.it","160.80.221.37","1421838889792","27818","8070","3"
"75-130-96-12.static.oxfr.ma.charter.com","75.130.96.12","1421838626637","53007","248423","3"
"planet-lab4.uba.ar","157.92.44.104","1421838921053","12420","4621","3"
"pl1.bell-labs.fr","159.217.144.110","1421838758976","6991","172978","3"
"planet1.pnl.nitech.ac.jp","133.68.253.242","1421838763280","9451","3546","3"
"planet-lab2.cs.ucr.edu","169.235.24.232","1421838906431","9662","34520","3"
"planet1.servers.ua.pt","193.137.173.217","1421838943367","7574","2194","3"
"pl2.ucs.indiana.edu","156.56.250.227","1421838837550","4085","113369","3"
"pl-node-1.csl.sri.com","192.12.33.102","1421838769775","1077","184528","3"
"merkur.planetlab.haw-hamburg.de","141.22.213.34","1421838688890","7275","263519","3"
"planet2.pnl.nitech.ac.jp","133.68.253.243","1421838515264","10598","5471","3"
"planet-lab3.uba.ar","157.92.44.103","1421838917889","9742","41062","3"
"pl1.6test.edu.cn","219.243.208.60","1421838759281","7688","205409","3"
"planet2.servers.ua.pt","193.137.173.218","1421838949687","8962","20555","3"
"planetlab-01.vt.nodes.planet-lab.org","198.82.160.238","1421838971194","6030","2358","3"
"aguila2.lsi.upc.edu","147.83.29.234","1421838645417","30807","303653","3"
"planet4.cc.gt.atl.ga.us","143.215.131.199","1421838962287","14038","4723","3"
"planetlab-02.vt.nodes.planet-lab.org","198.82.160.239","1421838976662","5459","1978","3"
"planet2.cc.gt.atl.ga.us","143.215.131.197","1421838942942","8834","35897","3"
"pl1.sos.info.hiroshima-cu.ac.jp","165.242.90.128","1421838788915","6114","195275","3"
"planetlab-04.vt.nodes.planet-lab.org","198.82.160.221","1421838980258","6761","3971","3"
"planetlab-01.bu.edu","204.8.155.226","1421838975927","13780","2452","3"
"planetlab-1.fhi-fokus.de","193.175.135.58","1421838999866","104","11","3"
"pl2.cs.yale.edu","128.36.233.154","1421838815287","3725","183625","3"
"planet3.cc.gt.atl.ga.us","143.215.131.198","1421838956021","6118","44054","3"
"planetlab-1.cs.ucy.ac.cy","194.42.17.123","1421854998633","5218","3069","3"
"onelab3.info.ucl.ac.be","130.104.72.213","1421838723677","22979","260714","3"
"ebb.colgate.edu","149.43.80.20","1421838644362","34966","328997","3"
"planetlab-1.ing.unimo.it","155.185.54.249","1421839009489","121","6","3"
"planetlab-1.cs.uic.edu","131.193.34.21","1421838968222","12368","7339","3"
"planet-plc-2.mpi-sws.org","139.19.158.227","1421838919123","11073","86668","3"
"planetlab-1.ida.liu.se","192.36.94.2","1421839004198","10155","8750","3"
"planetlab-1.calpoly-netlab.net","208.94.63.193","1421838986466","33302","3235","3"
"flow.colgate.edu","149.43.80.22","1421838654526","24893","354082","3"
"planetlab-1.scie.uestc.edu.cn","222.197.180.137","1421839025250","10620","7465","3"
"pl3.cs.unm.edu","198.83.85.46","1421838845792","5902","199635","3"
"planetlab-1.sjtu.edu.cn","202.112.28.98","1421839034139","11166","5905","3"
"pl1.cs.yale.edu","128.36.233.153","1421838765518","1523","285631","3"
"planetlab-13.e5.ijs.si","193.138.2.13","1421839040391","10855","2604","3"
"cs-planetlab4.cs.surrey.sfu.ca","206.12.16.155","1421838639956","38826","377104","3"
"planetlab-1.tagus.ist.utl.pt","193.136.166.66","1421839034926","8833","13237","3"
"planetlab-2.fhi-fokus.de","193.175.135.59","1421839060148","142","26","3"
"planetlab-1.research.netlab.hut.fi","195.148.124.73","1421839014345","6613","39684","3"
"planet1.elte.hu","157.181.175.249","1421838924883","5691","131880","3"
"planetlab-2.ing.unimo.it","155.185.54.250","1421839069587","108","5","3"
"planetlab-2.ida.liu.se","192.36.94.3","1421839064484","12360","2205","3"
"planetlab-2.cs.uic.edu","131.193.34.38","1421839039893","23878","4387","3"
"planetlab-1.ssvl.kth.se","192.16.125.11","1421839037377","37093","10145","3"
"planetlab-2.cs.colostate.edu","129.82.12.188","1421839053289","23468","12242","3"
"planetlab-2.calpoly-netlab.net","208.94.63.194","1421839046269","31801","9598","3"
"planetlab-2.tagus.ist.utl.pt","193.136.166.68","1421839090072","8433","8027","3"
"planetlab-2.man.poznan.pl","150.254.212.148","1421839083906","21672","1324","3"
"planetlab-2.research.netlab.hut.fi","195.148.124.74","1421839089343","13435","11835","3"
"planetlab-2.scie.uestc.edu.cn","222.197.180.139","1421839089622","17733","7661","3"
"planetlab-3.cs.ucy.ac.cy","194.42.17.121","1421852354176","11999","4271","3"
"planetlab-4.imperial.ac.uk","193.63.75.21","1421839116211","11525","4998","3"
"planetlab-4.eecs.cwru.edu","129.22.150.29","1421839110615","11127","17048","3"
"pl2.zju.edu.cn","210.32.181.184","1421838843624","9576","289160","3"
"planetlab-4.cs.ucy.ac.cy","194.42.17.124","1421857877011","32694","5725","3"
"planetlab-3.cmcl.cs.cmu.edu","128.2.211.115","1421839119101","19643","14225","3"
"planetlab-coffee.ait.ie","193.1.13.12","1421839124309","28545","7622","3"
"planetlab-node3.it-sudparis.eu","157.159.226.74","1421839139140","20614","4405","3"
"planetlab-5.eecs.cwru.edu","129.22.150.78","1421839120533","40725","6798","3"
"planetlab-n2.wand.net.nz","130.217.77.4","1421839138983","21630","12242","3"
"planetlab-n1.wand.net.nz","130.217.77.2","1421839136911","26025","7460","3"
"planetlab-tea.ait.ie","193.1.13.14","1421839144457","31424","1838","3"
"planetlab01.alucloud.com","135.109.221.103","1421839165864","17229","1263","3"
"planetlab02.alucloud.com","135.109.221.104","1421839180754","7774","1638","3"
"planetlab-um00.di.uminho.pt","193.136.19.13","1421839150088","39838","1759","3"
"planetlab0.otemachi.wide.ad.jp","203.178.133.2","1421839164020","28709","3085","3"
"planetlab02.tkn.tu-berlin.de","130.149.49.137","1421839189650","11959","1073","3"
"planetlab1.arizona-gigapop.net","206.207.248.34","1421839011783","5193","1399","3"
"planetlab-um10.di.uminho.pt","193.136.19.29","1421839155023","63718","3492","3"
"planetlab01.dis.unina.it","143.225.229.236","1421838469630","30204","28904","3"
"planetlab1.cesnet.cz","195.113.161.82","1421839224693","4403","2007","3"
"planetlab01.tkn.tu-berlin.de","130.149.49.136","1421839174771","59773","240","3"
"planetlab1.acis.ufl.edu","128.227.150.11","1421839207936","20481","16656","3"
"planetlab1.citadel.edu","155.225.2.71","1421840185378","17032","5780","3"
"planetlab1.cnds.jhu.edu","128.220.231.2","1421839225329","21639","2185","3"
"planetlab03.cs.washington.edu","128.208.4.199","1421839198461","8885","41853","3"
"planetlab02.cs.washington.edu","128.208.4.198","1421839188062","60375","1575","3"
"planetlab1.cs.okstate.edu","139.78.141.243","1421839251740","7135","4250","3"
"planetlab1.cqupt.edu.cn","202.202.43.198","1421839239821","27786","7394","3"
"planetlab1.cs.pitt.edu","192.52.240.213","1421839261076","12769","4957","3"
"planetlab1.cs.du.edu","130.253.21.121","1421839246529","29446","5959","3"
"planetlab1.cs.purdue.edu","128.10.18.52","1421839266001","11217","10569","3"
"planetlab1.cs.uit.no","129.242.19.196","1421839283382","3579","2146","3"
"planetlab1.cs.ubc.ca","142.103.2.1","1421839271426","16452","4514","3"
"planetlab1.cs.ucla.edu","131.179.150.70","1421839277805","9433","6711","3"
"planetlab1.cs.columbia.edu","128.59.20.226","1421839252479","13562","35067","3"
"planetlab1.bgu.ac.il","132.72.23.10","1421839211644","20804","70905","3"
"planetlab1.cs.umass.edu","128.119.247.251","1421839292661","6344","4833","3"
"planetlab1.cs.otago.ac.nz","139.80.206.132","1421839260200","31751","15417","3"
"planetlab1.cs.uml.edu","129.63.159.101","1421839296801","12548","2501","3"
"planetlab1.cs.unc.edu","204.85.191.10","1421839300791","10217","2254","3"
"planetlab1.csg.uzh.ch","192.41.136.218","1421838968358","13","4","3"
"planetlab1.cs.uoregon.edu","128.223.8.111","1421839312003","3269","1559","3"
"planetlab1.cs.uoi.gr","195.130.121.204","1421839318238","3797","2737","3"
"planetlab1.csuohio.edu","137.148.16.10","1421839321079","6894","3750","3"
"planetlab1.eecs.ucf.edu","132.170.3.32","1421839336431","1601","1228","3"
"planetlab1.dojima.wide.ad.jp","203.178.133.11","1421842174114","5963","4457","3"
